geography_type,geoid,name,acs_period,source_variable,duration,estimate_grandparents_in_duration,moe_grandparents_in_duration,denominator_responsible_grandparents,denominator_moe,percent_of_responsible_grandparents,percent_moe,percent_ci90_lower,percent_ci90_upper,precision_disposition,duration_reconciliation_status
Georgia place,1342156,"Jenkinsburg city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342184,"Jersey city, Georgia",2020-2024,B10050_006,One or two years,22,33,22,33,100,212.13203435596424,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1342268,"Jesup city, Georgia",2020-2024,B10050_006,One or two years,0,20,15,26,0,133.33333333333331,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1342425,"Johns Creek city, Georgia",2020-2024,B10050_006,One or two years,47,55,207,117,22.705314009661837,23.265217110194165,0,45.970531119856005,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1342604,"Jonesboro city, Georgia",2020-2024,B10050_006,One or two years,0,20,0,20,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342772,"Juliette CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342800,"Junction City town, Georgia",2020-2024,B10050_006,One or two years,1,3,2,4,50,111.80339887498948,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343192,"Kennesaw city, Georgia",2020-2024,B10050_006,One or two years,169,140,262,160,64.50381679389314,36.10553776548789,28.39827902840525,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343210,"Kennesaw State University CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1343360,"Keysville city, Georgia",2020-2024,B10050_006,One or two years,0,14,3,7,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1343580,"Kings Bay Base CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1343640,"Kingsland city, Georgia",2020-2024,B10050_006,One or two years,12,19,89,82,13.48314606741573,17.361673583015214,0,30.844819650430946,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343668,"Kingston city, Georgia",2020-2024,B10050_006,One or two years,15,19,15,19,100,179.13371790059205,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343892,"Kite city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344060,"Knoxville CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344312,"LaFayette city, Georgia",2020-2024,B10050_006,One or two years,0,20,160,166,0,12.5,0,12.5,Unavailable MOE or zero percentage,Pass
Georgia place,1344508,"Lake City city, Georgia",2020-2024,B10050_006,One or two years,6,8,11,14,54.54545454545454,21.677482724965305,32.86797182048923,76.22293727041985,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1344592,"Lakeland city, Georgia",2020-2024,B10050_006,One or two years,0,14,61,59,0,22.950819672131143,0,22.950819672131143,Unavailable MOE or zero percentage,Pass
Georgia place,1344704,"Lake Park city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344900,"Lakeview CDP, Georgia",2020-2024,B10050_006,One or two years,11,18,62,75,17.741935483870968,19.551310962101695,0,37.29324644597266,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1344956,"Lakeview Estates CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,45,79,0,31.11111111111111,0,31.11111111111111,Unavailable MOE or zero percentage,Pass
Georgia place,1345460,"Lavonia city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1345488,"Lawrenceville city, Georgia",2020-2024,B10050_006,One or two years,93,75,181,118,51.38121546961326,24.39101814645152,26.99019732316174,75.77223361606478,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1345600,"Leary city, Georgia",2020-2024,B10050_006,One or two years,0,14,3,6,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1345768,"Leesburg city, Georgia",2020-2024,B10050_006,One or two years,0,14,99,121,0,14.14141414141414,0,14.14141414141414,Unavailable MOE or zero percentage,Pass
Georgia place,1345936,"Lenox town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346020,"Leslie city, Georgia",2020-2024,B10050_006,One or two years,0,14,1,3,0,1400,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346188,"Lexington city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346356,"Lilburn city, Georgia",2020-2024,B10050_006,One or two years,0,23,20,29,0,115,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346384,"Lilly city, Georgia",2020-2024,B10050_006,One or two years,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346524,"Lincoln Park CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346552,"Lincolnton city, Georgia",2020-2024,B10050_006,One or two years,0,14,3,6,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346580,"Lindale CDP, Georgia",2020-2024,B10050_006,One or two years,11,19,40,45,27.500000000000004,36.043322457148705,0,63.543322457148705,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1346832,"Lithia Springs CDP, Georgia",2020-2024,B10050_006,One or two years,0,23,58,74,0,39.6551724137931,0,39.6551724137931,Unavailable MOE or zero percentage,Pass
Georgia place,1346860,"Lithonia city, Georgia",2020-2024,B10050_006,One or two years,25,33,62,51,40.32258064516129,41.62730047199525,0,81.94988111715654,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1347140,"Locust Grove city, Georgia",2020-2024,B10050_006,One or two years,139,126,215,143,64.65116279069767,39.81781794614037,24.833344844557296,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1347196,"Loganville city, Georgia",2020-2024,B10050_006,One or two years,0,23,50,57,0,46,0,46,Unavailable MOE or zero percentage,Pass
Georgia place,1347252,"Lone Oak town, Georgia",2020-2024,B10050_006,One or two years,33,37,33,37,100,158.56333881152884,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1347336,"Lookout Mountain city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1347560,"Louisville city, Georgia",2020-2024,B10050_006,One or two years,0,14,12,18,0,116.66666666666669,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1347616,"Lovejoy city, Georgia",2020-2024,B10050_006,One or two years,37,52,116,87,31.896551724137932,37.91082435727658,0,69.80737608141452,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1347784,"Ludowici city, Georgia",2020-2024,B10050_006,One or two years,0,14,21,24,0,66.66666666666666,0,66.66666666666666,Unavailable MOE or zero percentage,Pass
Georgia place,1347896,"Lula city, Georgia",2020-2024,B10050_006,One or two years,0,14,43,38,0,32.55813953488372,0,32.55813953488372,Unavailable MOE or zero percentage,Pass
Georgia place,1347952,"Lumber City city, Georgia",2020-2024,B10050_006,One or two years,0,14,2,3,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1347980,"Lumpkin city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1348008,"Luthersville city, Georgia",2020-2024,B10050_006,One or two years,0,14,7,13,0,200,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1348092,"Lyerly town, Georgia",2020-2024,B10050_006,One or two years,0,14,5,6,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1348232,"Lyons city, Georgia",2020-2024,B10050_006,One or two years,33,60,85,98,38.82352941176471,54.5814056944601,0,93.4049351062248,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1348428,"McCaysville city, Georgia",2020-2024,B10050_006,One or two years,0,14,32,41,0,43.75,0,43.75,Unavailable MOE or zero percentage,Pass
Georgia place,1348624,"McDonough city, Georgia",2020-2024,B10050_006,One or two years,7,15,203,155,3.4482758620689653,6.904162199049287,0,10.352438061118251,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1348848,"McIntyre town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349100,"McRae-Helena city, Georgia",2020-2024,B10050_006,One or two years,0,20,33,43,0,60.60606060606061,0,60.60606060606061,Unavailable MOE or zero percentage,Pass
Georgia place,1349196,"Madison city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349504,"Manassas city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349532,"Manchester city, Georgia",2020-2024,B10050_006,One or two years,0,14,17,18,0,82.35294117647058,0,82.35294117647058,Unavailable MOE or zero percentage,Pass
Georgia place,1349588,"Manor CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349616,"Mansfield city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349924,"Marshallville city, Georgia",2020-2024,B10050_006,One or two years,0,14,11,17,0,127.27272727272728,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1350008,"Martin town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350036,"Martinez CDP, Georgia",2020-2024,B10050_006,One or two years,34,39,214,115,15.887850467289718,16.100619929221367,0,31.988470396511083,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350176,"Matthews CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350260,"Maxeys town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350484,"Maysville town, Georgia",2020-2024,B10050_006,One or two years,11,16,22,22,50,52.813409266464774,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350596,"Meansville city, Georgia",2020-2024,B10050_006,One or two years,0,14,13,23,0,107.6923076923077,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1350680,"Meigs city, Georgia",2020-2024,B10050_006,One or two years,3,5,38,31,7.894736842105263,11.473921959039185,0,19.368658801144445,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350820,"Mendes CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350848,"Menlo city, Georgia",2020-2024,B10050_006,One or two years,0,14,4,7,0,350,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1350960,"Mershon CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351072,"Metter city, Georgia",2020-2024,B10050_006,One or two years,0,14,34,36,0,41.17647058823529,0,41.17647058823529,Unavailable MOE or zero percentage,Pass
Georgia place,1351240,"Midville city, Georgia",2020-2024,B10050_006,One or two years,0,14,2,4,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1351352,"Midway city, Georgia",2020-2024,B10050_006,One or two years,0,14,5,8,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1351408,"Milan city, Georgia",2020-2024,B10050_006,One or two years,2,6,10,13,20,54.07402333838309,0,74.07402333838309,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351492,"Milledgeville city, Georgia",2020-2024,B10050_006,One or two years,70,98,70,98,100,197.98989873223331,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351520,"Millen city, Georgia",2020-2024,B10050_006,One or two years,0,14,29,47,0,48.27586206896552,0,48.27586206896552,Unavailable MOE or zero percentage,Pass
Georgia place,1351576,"Millwood CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351604,"Milner city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351660,"Milstead CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351670,"Milton city, Georgia",2020-2024,B10050_006,One or two years,26,33,71,61,36.61971830985916,34.21151106902084,2.4082072408383226,70.83122937888,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351744,"Mineral Bluff CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351968,"Mitchell town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352108,"Molena city, Georgia",2020-2024,B10050_006,One or two years,0,14,7,10,0,200,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1352192,"Monroe city, Georgia",2020-2024,B10050_006,One or two years,0,23,232,131,0,9.913793103448276,0,9.913793103448276,Unavailable MOE or zero percentage,Pass
Georgia place,1352304,"Montezuma city, Georgia",2020-2024,B10050_006,One or two years,0,14,113,84,0,12.389380530973453,0,12.389380530973453,Unavailable MOE or zero percentage,Pass
Georgia place,1352332,"Montgomery CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352416,"Monticello city, Georgia",2020-2024,B10050_006,One or two years,32,32,36,34,88.88888888888889,29.215208805430205,59.67368008345868,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1352500,"Montrose town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352556,"Moody AFB CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352668,"Moreland town, Georgia",2020-2024,B10050_006,One or two years,0,14,13,19,0,107.6923076923077,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1352696,"Morgan city, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352724,"Morganton city, Georgia",2020-2024,B10050_006,One or two years,1,2,3,5,33.33333333333333,36.85138655950445,0,70.18471989283778,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353004,"Morrow city, Georgia",2020-2024,B10050_006,One or two years,0,20,11,21,0,181.8181818181818,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1353032,"Morven city, Georgia",2020-2024,B10050_006,One or two years,2,6,2,6,100,424.2640687119285,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353060,"Moultrie city, Georgia",2020-2024,B10050_006,One or two years,9,18,196,111,4.591836734693878,8.807801515362527,0,13.399638250056404,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353116,"Mountain City town, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1353172,"Mountain Park city, Georgia",2020-2024,B10050_006,One or two years,3,5,3,5,100,235.70226039551585,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353186,"Mountain Park CDP, Georgia",2020-2024,B10050_006,One or two years,0,23,70,68,0,32.857142857142854,0,32.857142857142854,Unavailable MOE or zero percentage,Pass
Georgia place,1353284,"Mount Airy town, Georgia",2020-2024,B10050_006,One or two years,16,24,74,58,21.62162162162162,27.652718352270774,0,49.2743399738924,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353508,"Mount Vernon city, Georgia",2020-2024,B10050_006,One or two years,12,20,29,37,41.37931034482759,44.3734745862187,0,85.75278493104628,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353620,"Mount Zion city, Georgia",2020-2024,B10050_006,One or two years,0,14,41,54,0,34.146341463414636,0,34.146341463414636,Unavailable MOE or zero percentage,Pass
Georgia place,1354012,"Musella CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1354124,"Nahunta city, Georgia",2020-2024,B10050_006,One or two years,0,14,24,22,0,58.333333333333336,0,58.333333333333336,Unavailable MOE or zero percentage,Pass
Georgia place,1354264,"Nashville city, Georgia",2020-2024,B10050_006,One or two years,25,41,27,42,92.5925925925926,48.09888091743571,44.49371167515689,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1354404,"Naylor CDP, Georgia",2020-2024,B10050_006,One or two years,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1354572,"Nelson city, Georgia",2020-2024,B10050_006,One or two years,0,14,14,23,0,100,0,100,Unavailable MOE or zero percentage,Pass
